Chr
1,chr1
2,chr1
3,chr1
4,chr1
5,chr1
6,chr1
7,chr1
8,chr1
9,chr1
10,chr1
11,chr1
12,chr1
13,chr1
14,chr1
15,chr1
16,chr1
17,chr1
18,chr1
19,chr1
20,chr1
21,chr1
22,chr1
23,chr1
24,chr1
25,chr1
26,chr1
27,chr1
28,chr1
29,chr1
30,chr1
31,chr1
32,chr1
33,chr1
34,chr1
35,chr1
36,chr1
37,chr1
38,chr1
39,chr1
40,chr1
41,chr1
42,chr1
43,chr1
44,chr1
45,chr1
46,chr1
47,chr1
48,chr1
49,chr1
50,chr1
51,chr1
52,chr1
53,chr1
54,chr1
55,chr1
56,chr1
57,chr1
58,chr1
59,chr1
60,chr1
61,chr1
62,chr1
63,chr1
64,chr1
65,chr1
66,chr1
67,chr1
68,chr1
69,chr1
70,chr1
71,chr1
72,chr1
73,chr1
74,chr1
75,chr1
76,chr1
77,chr1
78,chr1
79,chr1
80,chr1
81,chr1
82,chr1
83,chr1
84,chr1
85,chr1
86,chr1
87,chr1
88,chr1
89,chr1
90,chr1
91,chr1
92,chr1
93,chr1
94,chr1
95,chr1
96,chr1
97,chr1
98,chr1
99,chr1
100,chr1
101,chr1
102,chr1
103,chr1
104,chr1
105,chr1
106,chr1
107,chr1
108,chr1
109,chr1
110,chr1
111,chr1
112,chr1
113,chr1
114,chr1
115,chr1
116,chr1
117,chr1
118,chr1
119,chr1
120,chr1
121,chr1
122,chr1
123,chr1
124,chr1
125,chr1
126,chr1
127,chr1
128,chr1
129,chr1
130,chr1
131,chr1
132,chr1
133,chr1
134,chr1
135,chr1
136,chr1
137,chr1
138,chr1
139,chr1
140,chr1
141,chr1
142,chr1
143,chr1
144,chr1
145,chr1
146,chr1
147,chr1
148,chr1
149,chr1
150,chr1
151,chr1
152,chr1
153,chr1
154,chr1
155,chr1
156,chr1
157,chr1
158,chr1
159,chr1
160,chr1
161,chr1
162,chr1
163,chr1
164,chr1
165,chr1
166,chr1
167,chr1
168,chr1
169,chr1
170,chr1
171,chr1
172,chr1
173,chr1
174,chr1
175,chr1
176,chr1
177,chr1
178,chr1
179,chr1
180,chr1
181,chr1
182,chr1
183,chr1
184,chr1
185,chr1
186,chr1
187,chr1
188,chr1
189,chr1
190,chr1
191,chr1
192,chr1
193,chr1
194,chr1
195,chr1
196,chr1
197,chr1
198,chr1
199,chr1
200,chr1
201,chr1
202,chr1
203,chr1
204,chr1
205,chr1
206,chr1
207,chr1
208,chr1
209,chr1
210,chr1
211,chr1
212,chr1
213,chr1
214,chr1
215,chr1
216,chr1
217,chr1
218,chr1
219,chr1
220,chr1
221,chr1
222,chr1
223,chr1
224,chr1
225,chr1
226,chr1
227,chr1
228,chr1
229,chr1
230,chr1
231,chr1
232,chr1
233,chr1
234,chr1
235,chr1
236,chr1
237,chr1
238,chr1
239,chr1
240,chr1
241,chr1
242,chr1
243,chr1
244,chr1
245,chr1
246,chr1
247,chr1
248,chr1
249,chr1
250,chr1
251,chr1
252,chr1
253,chr1
254,chr1
255,chr1
256,chr1
257,chr1
258,chr1
259,chr1
260,chr1
261,chr1
262,chr1
263,chr1
264,chr1
265,chr1
266,chr1
267,chr1
268,chr1
269,chr1
270,chr1
271,chr1
272,chr1
273,chr1
274,chr1
275,chr1
276,chr1
277,chr1
278,chr1
279,chr1
280,chr1
281,chr1
282,chr1
283,chr1
284,chr1
285,chr1
286,chr1
287,chr1
288,chr1
289,chr1
290,chr1
291,chr1
292,chr1
293,chr1
294,chr1
295,chr1
296,chr1
297,chr1
298,chr1
299,chr1
300,chr1
301,chr1
302,chr1
303,chr1
304,chr1
305,chr1
306,chr1
307,chr1
308,chr1
309,chr1
310,chr1
311,chr1
312,chr1
313,chr1
314,chr1
315,chr1
316,chr1
317,chr1
318,chr1
319,chr1
320,chr1
321,chr1
322,chr1
323,chr1
324,chr1
325,chr1
326,chr1
327,chr1
328,chr1
329,chr1
330,chr1
331,chr1
332,chr1
333,chr1
334,chr1
335,chr1
336,chr1
337,chr1
338,chr1
339,chr1
340,chr1
341,chr1
342,chr1
343,chr1
344,chr1
345,chr1
346,chr1
347,chr1
348,chr1
349,chr1
350,chr1
351,chr1
352,chr1
353,chr1
354,chr1
355,chr1
356,chr1
357,chr1
358,chr1
359,chr1
360,chr1
361,chr1
362,chr1
363,chr1
364,chr1
365,chr1
366,chr1
367,chr1
368,chr1
369,chr1
370,chr1
371,chr1
372,chr1
373,chr1
374,chr1
375,chr1
376,chr1
377,chr1
378,chr1
379,chr1
380,chr1
381,chr1
382,chr1
383,chr1
384,chr1
385,chr1
386,chr1
387,chr1
388,chr1
389,chr1
390,chr1
391,chr1
392,chr1
393,chr1
394,chr1
395,chr1
396,chr1
397,chr1
398,chr1
399,chr1
400,chr1
401,chr1
402,chr1
403,chr1
404,chr1
405,chr1
406,chr1
407,chr1
408,chr1
409,chr1
410,chr1
411,chr1
412,chr1
413,chr1
414,chr1
415,chr1
416,chr1
417,chr1
418,chr1
419,chr1
420,chr1
421,chr1
422,chr1
423,chr1
424,chr1
425,chr1
426,chr1
427,chr1
428,chr1
429,chr1
430,chr1
431,chr1
432,chr1
433,chr1
434,chr1
435,chr1
436,chr1
437,chr1
438,chr1
439,chr1
440,chr1
441,chr1
442,chr1
443,chr1
444,chr1
445,chr1
446,chr1
447,chr1
448,chr1
449,chr1
450,chr1
451,chr1
452,chr1
453,chr1
454,chr1
455,chr1
456,chr1
457,chr1
458,chr1
459,chr1
460,chr1
461,chr1
462,chr1
463,chr1
464,chr1
465,chr1
466,chr1
467,chr1
468,chr1
469,chr1
470,chr1
471,chr1
472,chr1
473,chr1
474,chr1
475,chr1
476,chr1
477,chr1
478,chr1
479,chr1
480,chr1
481,chr1
482,chr1
483,chr1
484,chr1
485,chr1
486,chr1
487,chr1
488,chr1
489,chr1
490,chr1
491,chr1
492,chr1
493,chr1
494,chr1
495,chr1
496,chr1
497,chr1
498,chr1
499,chr1
500,chr1
501,chr1
502,chr1
503,chr1
504,chr1
505,chr1
506,chr1
507,chr1
508,chr1
509,chr1
510,chr1
511,chr1
512,chr1
513,chr1
514,chr1
515,chr1
516,chr1
517,chr1
518,chr1
519,chr1
520,chr1
521,chr1
522,chr1
523,chr1
524,chr1
525,chr1
526,chr1
527,chr1
528,chr1
529,chr1
530,chr1
531,chr1
532,chr1
533,chr1
534,chr1
535,chr1
536,chr1
537,chr1
538,chr1
539,chr1
540,chr1
541,chr1
542,chr1
543,chr1
544,chr1
545,chr1
546,chr1
547,chr1
548,chr1
549,chr1
550,chr1
551,chr1
552,chr1
553,chr1
554,chr1
555,chr1
556,chr1
557,chr1
558,chr1
559,chr1
560,chr1
561,chr1
562,chr1
563,chr1
564,chr1
565,chr1
566,chr1
567,chr1
568,chr1
569,chr1
570,chr1
571,chr1
572,chr1
573,chr1
574,chr1
575,chr1
576,chr1
577,chr1
578,chr1
579,chr1
580,chr1
581,chr1
582,chr1
583,chr1
584,chr1
585,chr1
586,chr1
587,chr1
588,chr1
589,chr1
590,chr1
591,chr1
592,chr1
593,chr1
594,chr1
595,chr1
596,chr1
597,chr1
598,chr1
599,chr1
600,chr1
601,chr1
602,chr1
603,chr1
604,chr1
605,chr1
606,chr1
607,chr1
608,chr1
609,chr1
610,chr1
611,chr1
612,chr1
613,chr1
614,chr1
615,chr1
616,chr1
617,chr1
618,chr1
619,chr1
620,chr1
621,chr1
622,chr1
623,chr1
624,chr1
625,chr1
626,chr1
627,chr1
628,chr1
629,chr1
630,chr1
631,chr1
632,chr1
633,chr1
634,chr1
635,chr1
636,chr1
637,chr1
638,chr1
639,chr1
640,chr1
641,chr1
642,chr1
643,chr1
644,chr1
645,chr1
646,chr1
647,chr1
648,chr1
649,chr1
650,chr1
651,chr1
652,chr1
653,chr1
654,chr1
655,chr1
656,chr1
657,chr1
658,chr1
659,chr1
660,chr1
661,chr1
662,chr1
663,chr1
664,chr1
665,chr1
666,chr1
667,chr1
668,chr1
669,chr1
670,chr1
671,chr1
672,chr1
673,chr1
674,chr1
675,chr1
676,chr1
677,chr1
678,chr1
679,chr1
680,chr1
681,chr1
682,chr1
683,chr1
684,chr1
685,chr1
686,chr1
687,chr1
688,chr1
689,chr1
690,chr1
691,chr1
692,chr1
693,chr1
694,chr1
695,chr1
696,chr1
697,chr1
698,chr1
699,chr1
700,chr1
701,chr1
702,chr1
703,chr1
704,chr1
705,chr1
706,chr1
707,chr1
708,chr1
709,chr1
710,chr1
711,chr1
712,chr1
713,chr1
714,chr1
715,chr1
716,chr1
717,chr1
718,chr1
719,chr1
720,chr1
721,chr1
722,chr1
723,chr1
724,chr1
725,chr1
726,chr1
727,chr1
728,chr1
729,chr1
730,chr1
731,chr1
732,chr1
733,chr1
734,chr1
735,chr1
736,chr1
737,chr1
738,chr1
739,chr1
740,chr1
741,chr1
742,chr1
743,chr1
744,chr1
745,chr1
746,chr1
747,chr1
748,chr1
749,chr1
750,chr1
751,chr1
752,chr1
753,chr1
754,chr1
755,chr1
756,chr1
757,chr1
758,chr1
759,chr1
760,chr1
761,chr1
762,chr1
763,chr1
764,chr1
765,chr1
766,chr1
767,chr1
768,chr1
769,chr1
770,chr1
771,chr1
772,chr1
773,chr1
774,chr1
775,chr1
776,chr1
777,chr1
778,chr1
779,chr1
780,chr1
781,chr1
782,chr1
783,chr1
784,chr1
785,chr1
786,chr1
787,chr1
788,chr1
789,chr1
790,chr1
791,chr1
792,chr1
793,chr1
794,chr1
795,chr1
796,chr1
797,chr1
798,chr1
799,chr1
800,chr1
801,chr1
802,chr1
803,chr1
804,chr1
805,chr1
806,chr1
807,chr1
808,chr1
809,chr1
810,chr1
811,chr1
812,chr1
813,chr1
814,chr1
815,chr1
816,chr1
817,chr1
818,chr1
819,chr1
820,chr1
821,chr1
822,chr1
823,chr1
824,chr1
825,chr1
826,chr1
827,chr1
828,chr1
829,chr1
830,chr1
831,chr1
832,chr1
833,chr1
834,chr1
835,chr1
836,chr1
837,chr1
838,chr1
839,chr1
840,chr1
841,chr1
842,chr1
843,chr1
844,chr1
845,chr1
846,chr1
847,chr1
848,chr1
849,chr1
850,chr1
851,chr1
852,chr1
853,chr1
854,chr1
855,chr1
856,chr1
857,chr1
858,chr1
859,chr1
860,chr1
861,chr1
862,chr1
863,chr1
864,chr1
865,chr1
866,chr1
867,chr1
868,chr1
869,chr1
870,chr1
871,chr1
872,chr1
873,chr1
874,chr1
875,chr1
876,chr1
877,chr1
878,chr1
879,chr1
880,chr1
881,chr1
882,chr1
883,chr1
884,chr1
885,chr1
886,chr1
887,chr1
888,chr1
889,chr1
890,chr1
891,chr1
892,chr1
893,chr1
894,chr1
895,chr1
896,chr1
897,chr1
898,chr1
899,chr1
900,chr1
901,chr1
902,chr1
903,chr1
904,chr1
905,chr1
906,chr1
907,chr1
908,chr1
909,chr1
910,chr1
911,chr1
912,chr1
913,chr1
914,chr1
915,chr1
916,chr1
917,chr1
918,chr1
919,chr1
920,chr1
921,chr1
922,chr1
923,chr1
924,chr1
925,chr1
926,chr1
927,chr1
928,chr1
929,chr1
930,chr1
931,chr1
932,chr1
933,chr1
934,chr1
935,chr1
936,chr1
937,chr1
938,chr1
939,chr1
940,chr1
941,chr1
942,chr1
943,chr1
944,chr1
945,chr1
946,chr1
947,chr1
948,chr1
949,chr1
950,chr1
951,chr1
952,chr1
953,chr1
954,chr1
955,chr1
956,chr1
957,chr1
958,chr1
959,chr1
960,chr1
961,chr1
962,chr1
963,chr1
964,chr1
965,chr1
966,chr1
967,chr1
968,chr1
969,chr1
970,chr1
971,chr1
972,chr1
973,chr1
974,chr1
975,chr1
976,chr1
977,chr1
978,chr1
979,chr1
980,chr1
981,chr1
982,chr1
983,chr1
984,chr1
985,chr1
986,chr1
987,chr1
988,chr1
989,chr1
990,chr1
991,chr1
992,chr1
993,chr1
994,chr1
995,chr1
996,chr1
997,chr1
998,chr1
999,chr1
1000,chr1
1001,chr1
1002,chr1
1003,chr1
1004,chr1
1005,chr1
1006,chr1
1007,chr1
1008,chr1
1009,chr1
1010,chr1
1011,chr1
1012,chr1
1013,chr1
1014,chr1
1015,chr1
1016,chr1
1017,chr1
1018,chr1
1019,chr1
1020,chr1
1021,chr1
1022,chr1
1023,chr1
1024,chr1
1025,chr1
1026,chr1
1027,chr1
1028,chr1
1029,chr1
1030,chr1
1031,chr1
1032,chr1
1033,chr1
1034,chr1
1035,chr1
1036,chr1
1037,chr1
1038,chr1
1039,chr1
1040,chr1
1041,chr1
1042,chr1
1043,chr1
1044,chr1
1045,chr1
1046,chr1
1047,chr1
1048,chr1
1049,chr1
1050,chr1
1051,chr1
1052,chr1
1053,chr1
1054,chr1
1055,chr1
1056,chr1
1057,chr1
1058,chr1
1059,chr1
1060,chr1
1061,chr1
1062,chr1
1063,chr1
1064,chr1
1065,chr1
1066,chr1
1067,chr1
1068,chr1
1069,chr1
1070,chr1
1071,chr1
1072,chr1
1073,chr1
1074,chr1
1075,chr1
1076,chr1
1077,chr1
1078,chr1
1079,chr1
1080,chr1
1081,chr1
1082,chr1
1083,chr1
1084,chr1
1085,chr1
1086,chr1
1087,chr1
1088,chr1
1089,chr1
1090,chr1
1091,chr1
1092,chr1
1093,chr1
1094,chr1
1095,chr1
1096,chr1
1097,chr1
1098,chr1
1099,chr1
1100,chr1
1101,chr1
1102,chr1
1103,chr1
1104,chr1
1105,chr1
1106,chr1
1107,chr1
1108,chr1
1109,chr1
1110,chr1
1111,chr1
1112,chr1
1113,chr1
1114,chr1
1115,chr1
1116,chr1
1117,chr1
1118,chr1
1119,chr1
1120,chr1
1121,chr1
1122,chr1
1123,chr1
1124,chr1
1125,chr1
1126,chr1
1127,chr1
1128,chr1
1129,chr1
1130,chr1
1131,chr1
1132,chr1
1133,chr1
1134,chr1
1135,chr1
1136,chr1
1137,chr1
1138,chr1
1139,chr1
1140,chr1
1141,chr1
1142,chr1
1143,chr1
1144,chr1
1145,chr1
1146,chr1
1147,chr1
1148,chr1
1149,chr1
1150,chr1
1151,chr1
1152,chr1
1153,chr1
1154,chr1
1155,chr1
1156,chr1
1157,chr1
1158,chr1
1159,chr1
1160,chr1
1161,chr1
1162,chr1
1163,chr1
1164,chr1
1165,chr1
1166,chr1
1167,chr1
1168,chr1
1169,chr1
1170,chr1
1171,chr1
1172,chr1
1173,chr1
1174,chr1
1175,chr1
1176,chr1
1177,chr1
1178,chr1
1179,chr1
1180,chr1
1181,chr1
1182,chr1
1183,chr1
1184,chr1
1185,chr1
1186,chr1
1187,chr1
1188,chr1
1189,chr1
1190,chr1
1191,chr1
1192,chr1
1193,chr1
1194,chr1
1195,chr1
1196,chr1
1197,chr1
1198,chr1
1199,chr1
1200,chr1
1201,chr1
1202,chr1
1203,chr1
1204,chr1
1205,chr1
1206,chr1
1207,chr1
1208,chr1
1209,chr1
1210,chr1
1211,chr1
1212,chr1
1213,chr1
1214,chr1
1215,chr1
1216,chr1
1217,chr1
1218,chr1
1219,chr1
1220,chr1
1221,chr1
1222,chr1
1223,chr1
1224,chr1
1225,chr1
1226,chr1
1227,chr1
1228,chr1
1229,chr1
1230,chr1
1231,chr1
1232,chr1
1233,chr1
1234,chr1
1235,chr1
1236,chr1
1237,chr1
1238,chr1
1239,chr1
1240,chr1
1241,chr1
1242,chr1
1243,chr1
1244,chr1
1245,chr1
1246,chr1
1247,chr1
1248,chr1
1249,chr1
1250,chr1
1251,chr1
1252,chr1
1253,chr1
1254,chr1
1255,chr1
1256,chr1
1257,chr1
1258,chr1
1259,chr1
1260,chr1
1261,chr1
1262,chr1
1263,chr1
1264,chr1
1265,chr1
1266,chr1
1267,chr1
1268,chr1
1269,chr1
1270,chr1
1271,chr1
1272,chr1
1273,chr1
1274,chr1
1275,chr1
1276,chr1
1277,chr1
1278,chr1
1279,chr1
1280,chr1
1281,chr1
1282,chr1
1283,chr1
1284,chr1
1285,chr1
1286,chr1
1287,chr1
1288,chr1
1289,chr1
1290,chr1
1291,chr1
1292,chr1
1293,chr1
1294,chr1
1295,chr1
1296,chr1
1297,chr1
1298,chr1
1299,chr1
1300,chr1
1301,chr1
1302,chr1
1303,chr1
1304,chr1
1305,chr1
1306,chr1
1307,chr1
1308,chr1
1309,chr1
1310,chr1
1311,chr1
1312,chr1
1313,chr1
1314,chr1
1315,chr1
1316,chr1
1317,chr1
1318,chr1
1319,chr1
1320,chr1
1321,chr1
1322,chr1
1323,chr1
1324,chr1
1325,chr1
1326,chr1
1327,chr1
1328,chr1
1329,chr1
1330,chr1
1331,chr1
1332,chr1
1333,chr1
1334,chr1
1335,chr1
1336,chr1
1337,chr1
1338,chr1
1339,chr1
1340,chr1
1341,chr1
1342,chr1
1343,chr1
1344,chr1
1345,chr1
1346,chr1
1347,chr1
1348,chr1
1349,chr1
1350,chr1
1351,chr1
1352,chr1
1353,chr1
1354,chr1
1355,chr1
1356,chr1
1357,chr1
1358,chr1
1359,chr1
1360,chr1
1361,chr1
1362,chr1
1363,chr1
1364,chr1
1365,chr1
1366,chr1
1367,chr1
1368,chr1
1369,chr1
1370,chr1
1371,chr1
1372,chr1
1373,chr1
1374,chr1
1375,chr1
1376,chr1
1377,chr1
1378,chr1
1379,chr1
1380,chr1
1381,chr1
1382,chr1
1383,chr1
1384,chr1
1385,chr1
1386,chr1
1387,chr1
1388,chr1
1389,chr1
1390,chr1
1391,chr1
1392,chr1
1393,chr1
1394,chr1
1395,chr1
1396,chr1
1397,chr1
1398,chr1
1399,chr1
1400,chr1
1401,chr1
1402,chr1
1403,chr1
1404,chr1
1405,chr1
1406,chr1
1407,chr1
1408,chr1
1409,chr1
1410,chr1
1411,chr1
1412,chr1
1413,chr1
1414,chr1
1415,chr1
1416,chr1
1417,chr1
1418,chr1
1419,chr1
1420,chr1
1421,chr1
1422,chr1
1423,chr1
1424,chr1
1425,chr1
1426,chr1
1427,chr1
1428,chr1
1429,chr1
1430,chr1
1431,chr1
1432,chr1
1433,chr1
1434,chr1
1435,chr1
1436,chr1
1437,chr1
1438,chr1
1439,chr1
1440,chr1
1441,chr1
1442,chr1
1443,chr1
